0,1,2,3,4,5,6,7,8,9,10,11
83,29/11/1995,New Zealand,Brabourne Stadium,did not bat,-,-,-,,176,8.80,76.86
84,18/02/1996,Kenya,Barabati Stadium,did not bat,-,-,-,,176,8.80,76.86
85,21/02/1996,West Indies,Captain Roop Singh Stadium,did not bat,-,-,-,,176,8.80,76.86
86,27/02/1996,Australia,Wankhede Stadium,c S Lee b D W Fleming,7,12,58.33,,183,8.71,75.93
87,02/03/1996,Sri Lanka,Arun Jaitley Stadium,did not bat,-,-,-,,183,8.71,75.93
88,06/03/1996,Zimbabwe,Green Park,did not bat,-,-,-,,183,8.71,75.93
89,09/03/1996,Pakistan,M Chinnaswamy Stadium,not out,12*,4,300.00,,195,9.29,79.59
90,13/03/1996,Sri Lanka,Eden Gardens,run out,6,6,100.00,,201,9.14,80.08
91,03/04/1996,Sri Lanka,Padang Cricket Ground,not out,28*,32,87.50,,229,10.41,80.92
92,05/04/1996,Pakistan,Padang Cricket Ground,st Rashid Latif b Saqlain Mushtaq,0,1,0.00,,229,9.96,80.63
93,12/04/1996,Pakistan,Sharjah Cricket Stadium,run out,0,1,0.00,,229,9.54,80.35
94,14/04/1996,South Africa,Sharjah Cricket Stadium,b P S De Villiers,35,31,112.90,,264,10.56,83.54
95,15/04/1996,Pakistan,Sharjah Cricket Stadium,c Aamir Sohail b Ata-Ur-Rehman,16,10,160.00,,280,10.77,85.89
96,17/04/1996,South Africa,Sharjah Cricket Stadium,c sub b S M Pollock,15,8,187.50,,295,10.93,88.32
97,19/04/1996,South Africa,Sharjah Cricket Stadium,c †D J Richardson b P S De Villiers,10,22,45.45,,305,10.89,85.67
98,23/05/1996,England,Kennington Oval,did not bat,-,-,-,,305,10.89,85.67
99,25/05/1996,England,Headingley,c D G Cork b D Gough,5,4,125.00,,310,10.69,86.11
100,26/05/1996,England,Old Trafford,did not bat,-,-,-,,310,10.69,86.11
101,28/08/1996,Sri Lanka,R Premadasa Stadium,not out,1*,1,100.00,,311,10.72,86.15
102,01/09/1996,Zimbabwe,Sinhalese Sports Club Ground,did not bat,-,-,-,,311,10.72,86.15
103,06/09/1996,Australia,Sinhalese Sports Club Ground,run out,2,5,40.00,,313,10.43,85.52
104,16/09/1996,Pakistan,"Cricket, Skating & Curling Club",did not bat,-,-,-,,313,10.43,85.52
105,17/09/1996,Pakistan,"Cricket, Skating & Curling Club",c Wasim Akram b Saqlain Mushtaq,0,1,0.00,,313,10.10,85.29
106,18/09/1996,Pakistan,"Cricket, Skating & Curling Club",c Saqlain Mushtaq b Wasim Akram,3,5,60.00,,316,9.88,84.95
107,21/09/1996,Pakistan,"Cricket, Skating & Curling Club",c Saqlain Mushtaq b Waqar Younis,10,5,200.00,,326,9.88,86.47
108,23/09/1996,Pakistan,"Cricket, Skating & Curling Club",run out,2,4,50.00,,328,9.65,86.09
109,17/10/1996,South Africa,Lal Bahadur Shastri Stadium,not out,17*,19,89.47,,345,10.15,86.25
110,21/10/1996,Australia,M Chinnaswamy Stadium,not out,30*,23,130.43,,375,11.03,88.65
111,23/10/1996,South Africa,Sawai Mansingh Stadium,b P L Symcox,4,4,100.00,,379,10.83,88.76
112,29/10/1996,South Africa,Madhavrao Scindia Cricket Ground,b P L Symcox,53,69,76.81,,432,12.00,87.10
113,03/11/1996,Australia,Punjab Cricket Association IS Bindra Stadium,st I A Healy b M E Waugh,3,8,37.50,,435,11.76,86.31
114,06/11/1996,South Africa,Wankhede Stadium,c P S De Villiers b A A Donald,5,7,71.43,,440,11.58,86.11
115,14/12/1996,South Africa,Wankhede Stadium,c H H Gibbs b P R Adams,3,4,75.00,,443,11.36,86.02
116,23/01/1997,South Africa,Mangaung Oval,c D J Cullinan b L Klusener,37,45,82.22,,480,12.00,85.71
117,27/01/1997,Zimbabwe,Boland Park,b E A Brandes,8,10,80.00,,488,11.90,85.61
118,02/02/1997,South Africa,St George's Park,c †D J Richardson b J H Kallis,3,14,21.43,,491,11.69,84.08
119,04/02/1997,South Africa,Buffalo Park,did not bat,-,-,-,,491,11.69,84.08
120,07/02/1997,Zimbabwe,SuperSport Park,c C N Evans b H H Streak,9,14,64.29,,500,11.63,83.61
121,09/02/1997,Zimbabwe,Willowmoore Park,did not bat,-,-,-,,500,11.63,83.61
122,12/02/1997,South Africa,Kingsmead,c †D J Richardson b S M Pollock,0,1,0.00,,500,11.36,83.47
123,13/02/1997,South Africa,Kingsmead,c D J Cullinan b A A Donald,1,3,33.33,,501,11.13,83.22
124,11/12/1997,England,Sharjah Cricket Stadium,b D W Headley,3,7,42.86,,504,10.96,82.76
125,14/12/1997,Pakistan,Sharjah Cricket Stadium,did not bat,-,-,-,,504,10.96,82.76
126,16/12/1997,West Indies,Sharjah Cricket Stadium,b S Chanderpaul,4,5,80.00,,508,10.81,82.74
127,22/12/1997,Sri Lanka,Nehru Stadium (Guwahati),did not bat,-,-,-,,508,10.81,82.74
128,25/12/1997,Sri Lanka,Nehru Stadium (Indore),did not bat,-,-,-,,508,10.81,82.74
129,28/12/1997,Sri Lanka,Nehru Stadium (Margao),did not bat,-,-,-,,508,10.81,82.74
130,10/01/1998,Bangladesh,Bangabandhu National Stadium,did not bat,-,-,-,,508,10.81,82.74
131,11/01/1998,Pakistan,Bangabandhu National Stadium,not out,0*,1,0.00,,508,10.81,82.60
132,14/01/1998,Pakistan,Bangabandhu National Stadium,did not bat,-,-,-,,508,10.81,82.60
133,16/01/1998,Pakistan,Bangabandhu National Stadium,b Aaqib Javed,12,14,85.71,,520,10.83,82.67
134,18/01/1998,Pakistan,Bangabandhu National Stadium,not out,5*,3,166.67,,525,10.94,83.07
135,01/04/1998,Australia,Nehru Stadium (Kochi),did not bat,-,-,-,,525,10.94,83.07
136,12/09/1998,Pakistan,"Cricket, Skating & Curling Club",did not bat,-,-,-,,525,10.94,83.07
137,13/09/1998,Pakistan,"Cricket, Skating & Curling Club",not out,21*,15,140.00,,546,11.38,84.39
138,16/09/1998,Pakistan,"Cricket, Skating & Curling Club",c Saqlain Mushtaq b Aamir Sohail,43,40,107.50,,589,12.02,85.74
139,19/09/1998,Pakistan,"Cricket, Skating & Curling Club",lbw b Saqlain Mushtaq,2,6,33.33,,591,11.82,85.28
140,20/09/1998,Pakistan,"Cricket, Skating & Curling Club",c †Moin Khan b Aamir Sohail,10,7,142.86,,601,11.78,85.86
141,26/09/1998,Zimbabwe,Queens Sports Club,did not bat,-,-,-,,601,11.78,85.86
142,27/09/1998,Zimbabwe,Queens Sports Club,did not bat,-,-,-,,601,11.78,85.86
143,28/10/1998,Australia,Bangabandhu National Stadium,not out,5*,4,125.00,,606,11.88,86.08
144,31/10/1998,West Indies,Bangabandhu National Stadium,not out,6*,3,200.00,,612,12.00,86.56
145,06/11/1998,Sri Lanka,Sharjah Cricket Stadium,run out,1,2,50.00,,613,11.79,86.46
146,08/11/1998,Zimbabwe,Sharjah Cricket Stadium,did not bat,-,-,-,,613,11.79,86.46
147,09/11/1998,Sri Lanka,Sharjah Cricket Stadium,b W P U J C Vaas,15,20,75.00,,628,11.85,86.15
148,13/11/1998,Zimbabwe,Sharjah Cricket Stadium,did not bat,-,-,-,,628,11.85,86.15
149,09/01/1999,New Zealand,Owen Delany Park,did not bat,-,-,-,,628,11.85,86.15
150,12/01/1999,New Zealand,McLean Park,run out,7,8,87.50,,635,11.76,86.16
151,14/01/1999,New Zealand,Basin Reserve,did not bat,-,-,-,,635,11.76,86.16
152,16/01/1999,New Zealand,Eden Park,did not bat,-,-,-,,635,11.76,86.16
153,19/01/1999,New Zealand,AMI Stadium,lbw b C L Cairns,9,11,81.82,,644,11.71,86.10
154,22/03/1999,Sri Lanka,Vidarbha Cricket Association Ground,did not bat,-,-,-,,644,11.71,86.10
155,24/03/1999,Pakistan,Sawai Mansingh Stadium,c Wasim Akram b Shahid Afridi,3,8,37.50,,647,11.55,85.58
156,30/03/1999,Sri Lanka,Nehru Stadium (Pune),did not bat,-,-,-,,647,11.55,85.58
157,04/04/1999,Pakistan,M Chinnaswamy Stadium,lbw b Azhar Mahmood,0,1,0.00,,647,11.35,85.47
158,08/04/1999,Pakistan,Sharjah Cricket Stadium,did not bat,-,-,-,,647,11.35,85.47
159,09/04/1999,England,Sharjah Cricket Stadium,did not bat,-,-,-,,647,11.35,85.47
160,11/04/1999,England,Sharjah Cricket Stadium,c & b G A Hick,28,29,96.55,,675,11.64,85.88
161,16/04/1999,Pakistan,Sharjah Cricket Stadium,c †Moin Khan b Azhar Mahmood,3,8,37.50,,678,11.49,85.39
162,15/05/1999,South Africa,County Ground (Hove),did not bat,-,-,-,,678,11.49,85.39
163,19/05/1999,Zimbabwe,Grace Road,b H K Olonga,18,12,150.00,,696,11.60,86.35
164,23/05/1999,Kenya,County Ground (Bristol),did not bat,-,-,-,,696,11.60,86.35
165,26/05/1999,Sri Lanka,The Cooper Associates County Ground,not out,0*,0,-,,696,11.60,86.35
166,29/05/1999,England,Edgbaston,b D Gough,1,2,50.00,,697,11.43,86.26
167,04/06/1999,Australia,Kennington Oval,c †A C Gilchrist b S R Waugh,0,2,0.00,,697,11.24,86.05
168,08/06/1999,Pakistan,Old Trafford,did not bat,-,-,-,,697,11.24,86.05
169,12/06/1999,New Zealand,Trent Bridge,not out,6*,7,85.71,,703,11.34,86.05
170,23/08/1999,Australia,Galle International Stadium,did not bat,-,-,-,,703,11.34,86.05
171,25/08/1999,Sri Lanka,R Premadasa Stadium,not out,12*,17,70.59,,715,11.53,85.73
172,28/08/1999,Australia,Sinhalese Sports Club Ground,c †A C Gilchrist b J N Gillespie,15,15,100.00,,730,11.59,85.98
173,29/08/1999,Sri Lanka,Sinhalese Sports Club Ground,did not bat,-,-,-,,730,11.59,85.98
174,05/11/1999,New Zealand,Madhavrao Scindia Cricket Ground,c sub b S B Styris,19,15,126.67,,749,11.70,86.69
175,08/11/1999,New Zealand,Lal Bahadur Shastri Stadium,did not bat,-,-,-,,749,11.70,86.69
176,17/11/1999,New Zealand,Arun Jaitley Stadium,did not bat,-,-,-,,749,11.70,86.69
177,10/01/2000,Pakistan,Brisbane Cricket Ground,b Wasim Akram,0,1,0.00,,749,11.52,86.59
178,12/01/2000,Australia,Melbourne Cricket Ground,did not bat,-,-,-,,749,11.52,86.59
179,14/01/2000,Australia,Sydney Cricket Ground,not out,5*,9,55.56,,754,11.60,86.27
180,21/01/2000,Pakistan,Bellerive Oval,b Abdul Razzaq,2,2,100.00,,756,11.45,86.30
181,25/01/2000,Pakistan,Adelaide Oval,st Moin Khan b Saqlain Mushtaq,4,6,66.67,,760,11.34,86.17
182,26/01/2000,Australia,Adelaide Oval,c †A C Gilchrist b B Lee,0,4,0.00,,760,11.18,85.78
183,28/01/2000,Pakistan,WACA Ground,not out,8*,14,57.14,,768,11.29,85.33
184,30/01/2000,Australia,WACA Ground,did not bat,-,-,-,,768,11.29,85.33
185,17/03/2000,South Africa,Reliance Stadium,did not bat,-,-,-,,768,11.29,85.33
186,19/03/2000,South Africa,Vidarbha Cricket Association Ground,c P C Strydom b L Klusener,20,18,111.11,,788,11.42,85.84
187,22/03/2000,South Africa,Sharjah Cricket Stadium,c H H Gibbs b N Boje,30,58,51.72,,818,11.69,83.81
188,25/03/2001,Australia,M Chinnaswamy Stadium,c D R Martyn b G D McGrath,2,5,40.00,,820,11.55,83.59
189,28/03/2001,Australia,Nehru Stadium (Pune),not out,3*,2,150.00,,823,11.59,83.72
190,31/03/2001,Australia,Nehru Stadium (Indore),did not bat,-,-,-,,823,11.59,83.72
191,03/04/2001,Australia,Indira Priyadarshini Stadium,not out,7*,4,175.00,,830,11.69,84.09
192,06/04/2001,Australia,Nehru Stadium (Margao),did not bat,-,-,-,,830,11.69,84.09
193,05/10/2001,South Africa,Wanderers Stadium,did not bat,-,-,-,,830,11.69,84.09
194,10/10/2001,South Africa,SuperSport Park,c J H Kallis b S M Pollock,2,4,50.00,,832,11.56,83.96
195,12/10/2001,Kenya,Mangaung Oval,did not bat,-,-,-,,832,11.56,83.96
196,19/10/2001,South Africa,Buffalo Park,c J N Rhodes b A Nel,5,5,100.00,,837,11.47,84.04
197,24/10/2001,Kenya,Boland Park,did not bat,-,-,-,,837,11.47,84.04
198,26/10/2001,South Africa,Kingsmead,run out,0,1,0.00,,837,11.31,83.95
199,19/01/2002,England,Eden Gardens,did not bat,-,-,-,,837,11.31,83.95
200,22/01/2002,England,Barabati Stadium,not out,7*,8,87.50,,844,11.41,83.98
201,25/01/2002,England,MA Chidambaram Stadium,did not bat,-,-,-,,844,11.41,83.98
202,28/01/2002,England,Green Park,did not bat,-,-,-,,844,11.41,83.98
203,31/01/2002,England,Arun Jaitley Stadium,did not bat,-,-,-,,844,11.41,83.98
204,03/02/2002,England,Wankhede Stadium,b A Flintoff,0,1,0.00,,844,11.25,83.90
205,29/09/2002,Sri Lanka,R Premadasa Stadium,did not bat,-,-,-,,844,11.25,83.90
206,09/11/2002,West Indies,Vidarbha Cricket Association Ground,run out,2,2,100.00,,846,11.13,83.93
207,12/11/2002,West Indies,Madhavrao Scindia Cricket Ground,did not bat,-,-,-,,846,11.13,83.93
208,15/11/2002,West Indies,Sardar Patel Stadium,did not bat,-,-,-,,846,11.13,83.93
209,18/11/2002,West Indies,Reliance Stadium,not out,3*,5,60.00,,849,11.17,83.81
210,21/11/2002,West Indies,Barkatullah Khan Stadium,did not bat,-,-,-,,849,11.17,83.81
211,24/11/2002,West Indies,Indira Gandhi Stadium,not out,3*,7,42.86,,852,11.21,83.53
212,26/12/2002,New Zealand,Eden Park,c M S Sinclair b J D P Oram,0,7,0.00,,852,11.06,82.96
213,29/12/2002,New Zealand,McLean Park,c J D P Oram b K D Mills,3,6,50.00,,855,10.96,82.77
214,01/01/2003,New Zealand,AMI Stadium,c S P Fleming b J D P Oram,1,3,33.33,,856,10.84,82.63
215,04/01/2003,New Zealand,Queenstown Events Centre,not out,10*,29,34.48,,866,10.96,81.31
216,08/01/2003,New Zealand,Westpac Stadium,not out,1*,10,10.00,,867,10.97,80.65
217,11/01/2003,New Zealand,Eden Park,not out,0*,1,0.00,,867,10.97,80.58
218,14/01/2003,New Zealand,Seddon Park,lbw b A R Adams,15,26,57.69,,882,11.03,80.04
219,12/02/2003,Netherlands,Boland Park,not out,0*,0,-,,882,11.03,80.04
220,15/02/2003,Australia,SuperSport Park,run out,0,2,0.00,,882,10.89,79.89
221,19/02/2003,Zimbabwe,Harare Sports Club,did not bat,-,-,-,,882,10.89,79.89
222,23/02/2003,Namibia,City Oval,did not bat,-,-,-,,882,10.89,79.89
223,26/02/2003,England,Kingsmead,c M E Trescothick b A R Caddick,0,1,0.00,,882,10.76,79.82
224,01/03/2003,Pakistan,SuperSport Park,did not bat,-,-,-,,882,10.76,79.82
225,07/03/2003,Kenya,Newlands,did not bat,-,-,-,,882,10.76,79.82
226,10/03/2003,Sri Lanka,Wanderers Stadium,did not bat,-,-,-,,882,10.76,79.82
227,14/03/2003,New Zealand,SuperSport Park,did not bat,-,-,-,,882,10.76,79.82
228,20/03/2003,Kenya,Kingsmead,did not bat,-,-,-,,882,10.76,79.82
229,23/03/2003,Australia,Wanderers Stadium,b B Lee,1,4,25.00,,883,10.64,79.62
No. of Innings Played = 121,No. of Innings Played = 121,No. of Innings Played = 121,No. of Innings Played = 121,No. of Innings Played = 121,No. of Innings Played = 121,No. of Innings Played = 121,No. of Innings Played = 121,No. of Innings Played = 121,No. of Innings Played = 121,,
